,classname,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,
191,org::eclipse::mylyn::zest::core::viewers::internal::AbstractStructuredGraphViewer , 7.58101 , 0.0243322 , 0.021545 , 0.212726 , 0.0256615 , 
192,org::eclipse::mylyn::internal::tasks::core::OfflineDataStore , 12.9827 , 0.00800968 , 0.201291 , 9.47512 , 0.380023 , 
193,org::eclipse::mylyn::wikitext::core::parser::builder::MultiplexingDocumentBuilder , 1.49003 , 0.00784182 , 0.0435179 , 0.121386 , 0.116244 , 
194,org::eclipse::mylyn::internal::wikitext::tasks::ui::actions::ToggleActiveFoldingEditorActionDelegate , 0 , 0 , 0 , 0 , 0 , 
195,org::eclipse::mylyn::internal::web::tasks::WebContentProposalProvider , 4.49277 , 0.00189945 , 0.151021 , 9.1833 , 0.2202 , 
196,org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextTasksUiPlugin , 0 , 0 , 0 , 0 , 0 , 
197,org::eclipse::mylyn::internal::tasks::ui::ScheduleDatePicker , 8.4307 , 0.0164552 , 0.192588 , 9.35891 , 0.390682 , 
198,org::eclipse::mylyn::internal::tasks::core::UncategorizedTaskContainer , 4.68247 , 0.00188535 , 0.160002 , 9.20611 , 0.265735 , 
199,org::eclipse::mylyn::internal::tasks::ui::editors::PreviewAttributeEditor , 5.54403 , 0.0052947 , 0.173159 , 9.25225 , 0.32054 , 
200,org::eclipse::mylyn::wikitext::core::validation::DocumentLocalReferenceValidationRule , 0 , 0 , 0 , 0 , 0 , 
201,org::eclipse::mylyn::internal::bugzilla::ui::actions::AddFavoriteAction , 0 , 0 , 0 , 0 , 0 , 
202,org::eclipse::mylyn::internal::sandbox::dev::MylynDevPlugin , 4.66839 , 0.0029364 , 0.163296 , 9.21193 , 0.278205 , 
203,org::eclipse::mylyn::internal::sandbox::ui::views::ContextHierarchyView , 5.57512 , 0.00286956 , 0.171606 , 9.25013 , 0.315092 , 
204,org::eclipse::mylyn::internal::hypertext::ui::editors::WebElementsEditorFactory , 2.46881 , 0.0486364 , 0.00356384 , 0.0582503 , 2.68743e-4 , 
205,org::eclipse::mylyn::internal::bugzilla::core::BugzillaAttributeMapper , 5.39677 , 0.0188257 , 0.181826 , 9.26485 , 0.350936 , 
206,org::eclipse::mylyn::internal::tasks::ui::util::TaskDataSnapshotOperation , 0 , 0 , 0 , 0 , 0 , 
207,org::eclipse::mylyn::internal::sandbox::ui::views::RelatedElementsPopupDialog , 6.25082 , 0.00399653 , 0.181259 , 9.28483 , 0.352175 , 
208,org::eclipse::mylyn::internal::tasks::ui::actions::AddRepositoryAction , 14.6647 , 0.0332896 , 0.188716 , 9.48484 , 0.310896 , 
209,org::eclipse::mylyn::internal::xplanner::ui::XPlannerRepositoryConnector , 0 , 0 , 0 , 0 , 0 , 
210,org::eclipse::mylyn::internal::context::ui::wizards::ContextRetrieveWizard , 7.5628 , 0.00406846 , 0.200018 , 9.35224 , 0.423553 , 
211,org::eclipse::mylyn::zest::core::widgets::internal::GraphLabel , 5.07046 , 0.0294963 , 0.0150318 , 0.144061 , 0.0194011 , 
212,org::eclipse::mylyn::internal::pde::ui::PdeUiBridge , 11.1484 , 0.0315833 , 0.195528 , 9.42661 , 0.377947 , 
213,org::eclipse::mylyn::internal::tasks::ui::util::TaskDataExportOperation , 4.88878 , 0.0169982 , 0.166327 , 9.22338 , 0.29442 , 
214,org::eclipse::mylyn::internal::sandbox::ui::actions::ToggleRelationshipProviderAction , 5.55245 , 0.00210668 , 0.173942 , 9.25394 , 0.323855 , 
215,org::eclipse::mylyn::internal::jira::core::JiraFieldData , 0 , 0 , 0 , 0 , 0 , 
216,org::eclipse::mylyn::internal::wikitext::textile::core::validation::TextileReferenceValidationRule , 0 , 0 , 0 , 0 , 0 , 
217,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorCommentPart , 12.4279 , 0.154618 , 0.258047 , 9.58268 , 0.589208 , 
218,org::eclipse::mylyn::internal::context::ui::wizards::Messages , 0 , 0 , 0 , 0 , 0 , 
219,org::eclipse::mylyn::internal::java::ui::editor::AbstractEditorHyperlinkDetector , 3.95974 , 0.00144153 , 0.143127 , 9.15318 , 0.183381 , 
220,org::eclipse::mylyn::internal::wikitext::tracwiki::core::block::QuoteBlock , 1.49003 , 0.00238664 , 0.0435179 , 0.121386 , 0.116244 , 
221,org::eclipse::mylyn::internal::sandbox::ui::actions::OpenActiveSearchQuickView , 3.24474 , 0.00101878 , 0.148128 , 9.14866 , 0.21996 , 
222,org::eclipse::mylyn::internal::wikitext::ui::editor::preferences::Messages , 0 , 0 , 0 , 0 , 0 , 
223,org::eclipse::mylyn::internal::web::tasks::WebConnectorUi , 8.10609 , 0.00441243 , 0.185283 , 9.33474 , 0.35363 , 
224,org::eclipse::mylyn::internal::jira::core::JiraClientFactory , 6.8241 , 0.0102299 , 0.19558 , 9.32581 , 0.402984 , 
225,org::eclipse::mylyn::internal::jira::core::service::web::JiraWebSessionCallback , 9.38441 , 0.0175303 , 0.188961 , 9.369 , 0.330635 , 
226,org::eclipse::mylyn::internal::context::ui::actions::FocusTaskListAction , 19.9302 , 0.0739626 , 0.266939 , 9.76692 , 0.554679 , 
227,org::eclipse::mylyn::wikitext::core::util::anttask::MarkupToDocbookTask , 2.38141 , 0.0106429 , 0.132656 , 9.07779 , 0.205382 , 
228,org::eclipse::mylyn::internal::tasks::ui::properties::Messages , 0 , 0 , 0 , 0 , 0 , 
229,org::eclipse::mylyn::tasks::ui::SynchronizeChangedTasksJob , 2.11271 , 2.66213e-4 , 0.00620664 , 0.059885 , 0.00777259 , 
230,org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::BangEscapeToken , 1.49003 , 0.00102285 , 0.0435179 , 0.121386 , 0.116244 , 
231,org::eclipse::mylyn::internal::tasks::ui::ScheduleTaskMenuContributor , 20.5079 , 0.137177 , 0.262349 , 9.77005 , 0.557515 , 
232,org::eclipse::mylyn::internal::jira::core::model::filter::RelativeDateRangeFilter , 6.07208 , 0.00349947 , 0.157863 , 9.23201 , 0.237335 , 
233,org::eclipse::mylyn::internal::bugzilla::core::BugzillaClientManager , 17.3813 , 0.0279405 , 0.22321 , 9.61825 , 0.439185 , 
234,org::eclipse::mylyn::internal::tasks::core::TaskRepositoriesExternalizer , 16.2476 , 0.0560735 , 0.195936 , 9.53611 , 0.331866 , 
235,org::eclipse::mylyn::internal::tasks::ui::TasksReminderDialog , 10.273 , 0.0100457 , 0.173316 , 9.35538 , 0.276405 , 
236,org::eclipse::mylyn::internal::monitor::ui::WorkbenchUserActivityMonitor , 4.57121 , 0.00119132 , 0.152088 , 9.18643 , 0.225109 , 
237,org::eclipse::mylyn::internal::wikitext::ui::util::css::SparseCharSequence , 0 , 0 , 0 , 0 , 0 , 
238,org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::EscapePhraseModifier , 1.49003 , 0.00272759 , 0.0435179 , 0.121386 , 0.116244 , 
239,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorActionPart , 11.9059 , 0.111531 , 0.254318 , 9.5629 , 0.574982 , 
240,org::eclipse::mylyn::zest::layouts::constraints::BasicEdgeConstraints , 1.45219 , 2.71435e-4 , 0.00420507 , 0.0409958 , 0.00508017 , 
241,org::eclipse::mylyn::internal::jira::core::wsdl::soap::RemoteValidationException , 5.94514 , 0.00808474 , 0.153982 , 9.22122 , 0.218565 , 
242,org::eclipse::mylyn::internal::sandbox::ui::IncomingTaskListContentProvider , 9.13821 , 0.0161349 , 0.225123 , 9.43975 , 0.460328 , 
243,org::eclipse::mylyn::internal::tasks::ui::actions::CloneTaskAction , 13.2333 , 0.0951952 , 0.223693 , 9.53216 , 0.487901 , 
244,org::eclipse::mylyn::tasks::ui::TaskHyperlink , 9.08117 , 0.0251407 , 0.177982 , 9.33956 , 0.300054 , 
245,org::eclipse::mylyn::internal::resources::ui::ResourcesUiPreferenceInitializer , 8.59652 , 0.0168597 , 0.172122 , 9.32 , 0.285122 , 
246,org::eclipse::mylyn::internal::compatibility::Messages , 0 , 0 , 0 , 0 , 0 , 
247,org::eclipse::mylyn::internal::xplanner::ui::XPlannerTaskDataHandler , 0 , 0 , 0 , 0 , 0 , 
248,org::eclipse::mylyn::internal::tasks::core::DateRange , 6.41309 , 0.0379042 , 0.213237 , 9.35199 , 0.424012 , 
249,org::eclipse::mylyn::internal::web::ui::WebUiUtil , 10.5612 , 0.0522185 , 0.164296 , 9.34163 , 0.226464 , 
250,org::eclipse::mylyn::internal::jira::core::service::web::JiraWebClient , 8.52672 , 0.107189 , 0.241051 , 9.45586 , 0.521608 , 
251,org::eclipse::mylyn::internal::bugzilla::core::BugzillaQueryHit , 8.96649 , 0.0230222 , 0.0211046 , 0.238949 , 0.0150244 , 
252,org::eclipse::mylyn::internal::context::core::SaxContextContentHandler , 19.4282 , 0.0651686 , 0.231108 , 9.68475 , 0.467452 , 
253,org::eclipse::mylyn::internal::tasks::ui::commands::RemoteTaskSelectionDialog , 22.151 , 0.0917094 , 0.228937 , 9.73828 , 0.433009 , 
254,org::eclipse::mylyn::internal::tasks::ui::notifications::TaskListNotificationQueryIncoming , 6.83865 , 0.0245382 , 0.172657 , 9.28183 , 0.308056 , 
255,org::eclipse::mylyn::wikitext::tests::ClassTraversal , 0 , 0 , 0 , 0 , 0 , 
256,org::eclipse::mylyn::internal::trac::ui::TracSearchHandler , 3.37801 , 0.00150795 , 0.154967 , 9.16485 , 0.247924 , 
257,org::eclipse::mylyn::tasks::core::TaskRepository , 31.2165 , 0.416566 , 0.285032 , 10.0512 , 0.599876 , 
258,org::eclipse::mylyn::internal::jira::core::JiraField , 0 , 0 , 0 , 0 , 0 , 
259,org::eclipse::mylyn::bugzilla::deprecated::BugzillaCompareStructureCreator , 1.84703 , 0.00208724 , 0.136921 , 9.09329 , 0.175609 , 
260,org::eclipse::mylyn::internal::jira::core::wsdl::soap::RemoteException , 5.94514 , 0.00795424 , 0.153982 , 9.22122 , 0.218565 , 
261,org::eclipse::mylyn::internal::bugzilla::core::SaxMultiBugReportContentHandler , 15.5602 , 0.191853 , 0.224788 , 9.58483 , 0.471113 , 
262,org::eclipse::mylyn::internal::tasks::ui::wizards::NewQueryWizard , 11.3459 , 0.0201819 , 0.166622 , 9.36205 , 0.235278 , 
263,org::eclipse::mylyn::internal::wikitext::ui::util::WikiTextUiResources , 0 , 0 , 0 , 0 , 0 , 
264,org::eclipse::mylyn::internal::jira::core::model::IssueLink , 4.58293 , 0.00438091 , 0.145075 , 9.17116 , 0.186189 , 
265,org::eclipse::mylyn::internal::jira::core::model::IssueType , 10.6655 , 0.0131727 , 0.19145 , 9.40365 , 0.347682 , 
266,org::eclipse::mylyn::internal::tasks::bugs::AttributeTaskMapper , 4.92306 , 0.0131606 , 0.169719 , 9.2306 , 0.307768 , 
267,org::eclipse::mylyn::internal::tasks::ui::util::SelectionProviderAdapter , 1.84703 , 0.00113849 , 0.136921 , 9.09329 , 0.175609 , 
268,org::eclipse::mylyn::internal::tasks::ui::editors::ContentOutlineTools , 8.15599 , 0.00484522 , 0.168807 , 9.29824 , 0.262425 , 
269,org::eclipse::mylyn::internal::jira::core::service::soap::JiraSoapServiceLocator , 3.32672 , 0.00239981 , 0.149833 , 9.15394 , 0.227553 , 
270,org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSearchOperation , 3.46707 , 0.00924667 , 0.00612207 , 0.0858819 , 0.00134487 , 
271,org::eclipse::mylyn::internal::wikitext::ui::editor::dnd::DndConfigurationStrategy , 0 , 0 , 0 , 0 , 0 , 
272,org::eclipse::mylyn::internal::xplanner::ui::editor::XPlannerUserStoryEditor , 0 , 0 , 0 , 0 , 0 , 
273,org::eclipse::mylyn::internal::sandbox::ui::JavaContextLabelProvider , 4.8068 , 0.00207769 , 0.164621 , 9.2181 , 0.286827 , 
274,org::eclipse::mylyn::internal::tasks::ui::actions::TaskDeactivateAction , 14.5878 , 0.00839359 , 0.197137 , 9.5031 , 0.353685 , 
275,org::eclipse::mylyn::internal::tasks::ui::actions::AbstractTaskRepositoryAction , 11.6813 , 0.0364443 , 0.189049 , 9.42324 , 0.340086 , 
276,org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoriesTableLabelProvider , 0 , 0 , 0 , 0 , 0 , 
277,org::eclipse::mylyn::internal::tasks::ui::TaskArchiveFilter , 11.8554 , 0.0186168 , 0.185228 , 9.41728 , 0.312312 , 
278,org::eclipse::mylyn::internal::tasks::ui::views::TaskListToolTipHandler , 15.72 , 0.217807 , 0.0381023 , 0.421471 , 0.03304 , 
279,org::eclipse::mylyn::internal::tasks::ui::actions::CommentActionGroup , 0 , 0 , 0 , 0 , 0 , 
280,org::eclipse::mylyn::internal::tasks::core::data::TaskDataState , 6.31013 , 0.0163344 , 0.1853 , 9.29392 , 0.368531 , 
281,org::eclipse::mylyn::internal::tasks::ui::actions::TaskListSortAction , 1.84703 , 0.00151799 , 0.136921 , 9.09329 , 0.175609 , 
282,org::eclipse::mylyn::internal::tasks::ui::actions::SynchronizeAllAction , 8.1666 , 0.00415321 , 0.163445 , 9.28911 , 0.245869 , 
283,org::eclipse::mylyn::wikitext::core::parser::LinkAttributes , 1.49003 , 0.00562565 , 0.0435179 , 0.121386 , 0.116244 , 
284,org::eclipse::mylyn::internal::jira::core::model::ServerInfo , 6.56833 , 0.00556807 , 0.155929 , 9.23919 , 0.221372 , 
285,org::eclipse::mylyn::internal::monitor::usage::editors::UsageSummaryReportEditorPart , 14.581 , 0.107371 , 0.203881 , 9.51789 , 0.37968 , 
286,org::eclipse::mylyn::internal::sandbox::dev::IntrospectObjectAction , 9.31304 , 0.00766528 , 0.183568 , 9.35863 , 0.333642 , 
287,org::eclipse::mylyn::internal::wikitext::ui::viewer::AnnotationHyperlinkDetector , 1.49003 , 0.0073304 , 0.0435179 , 0.121386 , 0.116244 , 
288,org::eclipse::mylyn::internal::tasks::ui::wizards::NewLocalCategoryWizard , 5.22331 , 0.00336366 , 0.145653 , 9.18542 , 0.184572 , 
289,org::eclipse::mylyn::internal::wikitext::ui::editor::commands::ShowQuickOutlineCommand , 0 , 0 , 0 , 0 , 0 , 
290,org::eclipse::mylyn::internal::jira::core::model::filter::NobodyFilter , 4.58293 , 0.00233384 , 0.145075 , 9.17116 , 0.186189 , 
291,org::eclipse::mylyn::internal::java::ui::editor::ActiveFoldingListener , 24.988 , 0.75359 , 0.217043 , 9.76435 , 0.365845 , 
292,org::eclipse::mylyn::internal::tasks::ui::util::TaskComparator , 0 , 0 , 0 , 0 , 0 , 
293,org::eclipse::mylyn::internal::tests::report::Build , 3.24474 , 0.00183889 , 0.148128 , 9.14866 , 0.21996 , 
294,org::eclipse::mylyn::zest::layouts::constraints::LabelLayoutConstraint , 1.45219 , 2.71435e-4 , 0.00420507 , 0.0409958 , 0.00508017 , 
295,org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaTaskEditorPageFactory , 4.15475 , 0.00152706 , 0.162734 , 9.19857 , 0.279504 , 
296,org::eclipse::mylyn::internal::context::ui::actions::ContextActiveActionFilter , 6.79021 , 0.00849371 , 0.157961 , 9.24751 , 0.230782 , 
297,org::eclipse::mylyn::internal::context::ui::actions::AbstractInterestManipulationAction , 18.0235 , 0.0365683 , 0.207819 , 9.60027 , 0.367451 , 
298,org::eclipse::mylyn::internal::jira::core::TaskSchema , 0 , 0 , 0 , 0 , 0 , 
299,org::eclipse::mylyn::internal::wikitext::ui::util::css::DescendantSelector , 0 , 0 , 0 , 0 , 0 , 
300,org::eclipse::mylyn::internal::wikitext::textile::core::block::PreformattedBlock , 1.49003 , 0.00306854 , 0.0435179 , 0.121386 , 0.116244 , 
301,org::eclipse::mylyn::internal::java::ui::search::Messages , 0 , 0 , 0 , 0 , 0 , 
302,org::eclipse::mylyn::internal::bugzilla::ui::BugzillaResultMatchAdapter , 8.24642 , 0.0238411 , 0.0149857 , 0.205613 , 0.00409883 , 
303,org::eclipse::mylyn::internal::context::ui::preferences::ContextUiPreferencePage , 13.8712 , 0.399081 , 0.198917 , 9.49066 , 0.367883 , 
304,org::eclipse::mylyn::internal::monitor::core::collection::DataOverviewCollector , 6.7028 , 0.00518803 , 0.155439 , 9.24064 , 0.217847 , 
305,org::eclipse::mylyn::internal::web::ui::WebUiBridgePlugin , 12.9863 , 0.0175221 , 0.205969 , 9.48988 , 0.412084 , 
306,org::eclipse::mylyn::internal::wikitext::textile::core::validation::Messages , 0 , 0 , 0 , 0 , 0 , 
307,org::eclipse::mylyn::internal::jira::ui::editor::JiraTaskEditorPageFactory , 6.84276 , 0.00326277 , 0.184655 , 9.30574 , 0.366346 , 
308,org::eclipse::mylyn::internal::sandbox::dev::InterestDecrementAction , 3.13741 , 0.0012387 , 0.14525 , 9.14037 , 0.20589 , 
309,upload::UsageAnalysis , 5.41242 , 0.0239147 , 0.147109 , 9.19356 , 0.187565 , 
310,org::eclipse::mylyn::internal::tasks::core::TaskActivityUtil , 10.7478 , 0.0231392 , 0.220577 , 9.46936 , 0.45342 , 
311,org::eclipse::mylyn::internal::context::ui::actions::TaskContextAction , 6.9025 , 0.00335277 , 0.169087 , 9.27429 , 0.287578 , 
312,org::eclipse::mylyn::internal::resources::ui::ResourceChangeMonitor , 13.1894 , 0.0391202 , 0.208349 , 9.49936 , 0.418835 , 
313,org::eclipse::mylyn::wikitext::core::parser::markup::Block , 1.49003 , 0.010058 , 0.0435179 , 0.121386 , 0.116244 , 
314,org::eclipse::mylyn::internal::sandbox::ui::hyperlinks::DefaultResourceHyperlink , 1.84703 , 0.00132824 , 0.136921 , 9.09329 , 0.175609 , 
315,org::eclipse::mylyn::internal::xplanner::core::Messages , 0 , 0 , 0 , 0 , 0 , 
316,org::eclipse::mylyn::internal::jira::core::service::FilterDefinitionConverter , 0 , 0 , 0 , 0 , 0 , 
317,org::eclipse::mylyn::internal::team::ui::ContextActiveChangeSetManager , 14.7562 , 0.0444828 , 0.262584 , 9.64364 , 0.584215 , 
318,org::eclipse::mylyn::internal::trac::core::model::TracSeverity , 3.25645 , 0.00169356 , 0.141114 , 9.13338 , 0.18104 , 
319,org::eclipse::mylyn::internal::trac::ui::TracHyperlinkDetector , 6.94451 , 0.0364822 , 0.168755 , 9.27316 , 0.281694 , 
320,org::eclipse::mylyn::internal::context::ui::views::ContextNodeOpenListener , 10.9647 , 0.0205094 , 0.171634 , 9.3669 , 0.262429 , 
321,org::eclipse::mylyn::internal::xplanner::core::service::XPlannerService , 0 , 0 , 0 , 0 , 0 , 
322,org::eclipse::mylyn::internal::tasks::ui::actions::AbstractChangeCompletionAction , 6.12708 , 0.00254787 , 0.166306 , 9.25052 , 0.278697 , 
323,org::eclipse::mylyn::internal::team::ccvs::Messages , 0 , 0 , 0 , 0 , 0 , 
324,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorNewCommentPart , 6.61308 , 0.0488392 , 0.189926 , 9.30932 , 0.372397 , 
325,org::eclipse::mylyn::internal::bugzilla::core::BugzillaRepositoryConnector , 32.9492 , 0.778731 , 0.303627 , 10.1284 , 0.608959 , 
326,org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTextViewer , 12.2241 , 0.0983572 , 0.177856 , 9.4069 , 0.285441 , 
327,org::eclipse::mylyn::internal::context::ui::actions::InterestIncrementAction , 4.96177 , 0.00196845 , 0.146935 , 9.18381 , 0.191352 , 
328,org::eclipse::mylyn::tasks::ui::editors::LayoutHint , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
329,org::eclipse::mylyn::internal::wikitext::ui::Messages , 0 , 0 , 0 , 0 , 0 , 
330,org::eclipse::mylyn::internal::bugs::java::AbstractHyperlinkDetector , 0 , 0 , 0 , 0 , 0 , 
331,org::xplanner::soap::XPlanner::XPlannerSoapBindingStub , 6.45512 , 0.296452 , 0.0300186 , 0.209384 , 0.084371 , 
332,org::eclipse::mylyn::internal::context::ui::commands::AttachContextHandler , 5.41944 , 0.00752979 , 0.17949 , 9.26104 , 0.342173 , 
333,org::eclipse::mylyn::internal::trac::core::util::TracXmlRpcClientRequest , 1.84703 , 0.00132824 , 0.136921 , 9.09329 , 0.175609 , 
334,org::eclipse::mylyn::internal::wikitext::confluence::core::phrase::SimpleWrappedPhraseModifier , 1.49003 , 0.00511423 , 0.0435179 , 0.121386 , 0.116244 , 
335,org::eclipse::mylyn::internal::monitor::usage::UsageStatisticsSummary , 4.46389 , 0.00126626 , 0.14921 , 9.17814 , 0.211039 , 
336,org::eclipse::mylyn::zest::layouts::progress::ProgressEvent , 1.45219 , 1.35718e-4 , 0.00420507 , 0.0409958 , 0.00508017 , 
337,org::eclipse::mylyn::internal::tasks::core::sync::SubmitTaskJob , 5.63443 , 0.00326315 , 0.175647 , 9.25922 , 0.331448 , 
338,org::eclipse::mylyn::wikitext::core::parser::builder::HtmlDocumentBuilder , 3.33706 , 0.0712064 , 0.180438 , 9.21468 , 0.291852 , 
339,org::eclipse::mylyn::internal::wikitext::twiki::core::block::HeadingBlock , 0 , 0 , 0 , 0 , 0 , 
340,org::eclipse::mylyn::internal::tasks::ui::notifications::Messages , 0 , 0 , 0 , 0 , 0 , 
341,org::eclipse::mylyn::internal::jira::core::service::web::rss::JiraRssReader , 1.84703 , 0.00151799 , 0.136921 , 9.09329 , 0.175609 , 
342,org::eclipse::mylyn::internal::examples::jira::JiraClientExample , 0.891381 , 2.94015e-4 , 0.0891381 , 8.95641 , 0.0891381 , 
343,org::eclipse::mylyn::internal::tasks::ui::actions::DisconnectRepositoryAction , 0 , 0 , 0 , 0 , 0 , 
344,org::eclipse::mylyn::internal::tasks::ui::actions::SearchForRepositoryTask , 3.13741 , 0.00109372 , 0.14525 , 9.14037 , 0.20589 , 
345,org::eclipse::mylyn::internal::tasks::ui::notifications::TaskListNotifier , 4.62003 , 0.00680759 , 0.174059 , 9.23113 , 0.319356 , 
346,org::eclipse::mylyn::internal::sandbox::dev::InterestDebuggingDecorator , 10.453 , 0.0046842 , 0.196307 , 9.41182 , 0.387547 , 
347,org::eclipse::mylyn::monitor::ui::AbstractPartTracker , 4.57121 , 0.00132935 , 0.152088 , 9.18643 , 0.225109 , 
348,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteComponent , 5.94514 , 0.00767184 , 0.153982 , 9.22122 , 0.218565 , 
349,org::eclipse::mylyn::internal::wikitext::core::Messages , 0 , 0 , 0 , 0 , 0 , 
350,org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetElementAdapter , 6.64072 , 0.00271245 , 0.166868 , 9.26387 , 0.277398 , 
351,org::eclipse::mylyn::internal::trac::core::model::TracComment , 4.58293 , 0.00176257 , 0.145075 , 9.17116 , 0.186189 , 
352,org::eclipse::mylyn::wikitext::ui::viewer::MarkupViewerConfiguration , 1.49003 , 6.81897e-4 , 0.0435179 , 0.121386 , 0.116244 , 
353,org::eclipse::mylyn::internal::monitor::ui::PerspectiveChangeMonitor , 5.86159 , 0.00323063 , 0.160418 , 9.23351 , 0.255391 , 
354,org::eclipse::mylyn::internal::jira::core::service::JiraAuthenticationException , 5.24655 , 0.00635839 , 0.146724 , 9.18913 , 0.187428 , 
355,org::eclipse::mylyn::wikitext::core::util::anttask::MarkupTask , 2.38141 , 0.0134109 , 0.132656 , 9.07779 , 0.205382 , 
356,org::eclipse::mylyn::zest::layouts::algorithms::internal::CycleChecker , 1.45219 , 6.78588e-4 , 0.00420507 , 0.0409958 , 0.00508017 , 
357,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorPlanningPart , 9.60419 , 0.0489086 , 0.212765 , 9.42582 , 0.468997 , 
358,org::eclipse::mylyn::internal::provisional::commons::ui::WorkbenchActionSupport , 0 , 0 , 0 , 0 , 0 , 
359,org::eclipse::mylyn::internal::bugzilla::core::RepositoryReportFactory , 15.661 , 0.211044 , 0.0341302 , 0.408218 , 0.0218979 , 
