,['classname , numberOfBugsFoundUntil: , numberOfNonTrivialBugsFoundUntil: , numberOfMajorBugsFoundUntil: , numberOfCriticalBugsFoundUntil: , numberOfHighPriorityBugsFoundUntil: , numberOfVersionsUntil: , numberOfFixesUntil: , numberOfRefactoringsUntil: , numberOfAuthorsUntil: , linesAddedUntil: , maxLinesAddedUntil: , avgLinesAddedUntil: , linesRemovedUntil: , maxLinesRemovedUntil: , avgLinesRemovedUntil: , codeChurnUntil: , maxCodeChurnUntil: , avgCodeChurnUntil: , ageWithRespectTo: , weightedAgeWithRespectTo: , CvsEntropy , CvsWEntropy , CvsLinEntropy , CvsLogEntropy , CvsExpEntropy , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs 
83,['org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSModel ,1,0,0,0,0,8,0,0,3,111,86,13.875,96,86,12.0,15,86,1.875,59.2857,1.8314,4.41258,0.0154475,0.018583199999999998,0.138856,0.0463837,14,6,11,4,15,0,3,5,32,6,93,3,0,0,3,12,8,0
84,['org::eclipse::pde::internal::ui::editor::build::SrcSection ,1,1,0,0,0,19,0,0,5,235,43,12.3684,295,89,15.5263,-60,20,-3.15789,263.42900000000003,41.0887,7.72196,0.00444565,0.017774599999999998,0.19835899999999998,0.0343746,4,6,1,3,6,0,0,8,43,4,103,0,0,0,1,21,6,0
85,['org::eclipse::pde::internal::core::search::PluginJavaSearchUtil ,1,1,0,0,0,14,1,0,6,72,23,5.14286,87,29,6.21429,-15,14,-1.0714299999999999,180.571,64.8433,14.1511,0.0224982,0.030133999999999998,0.360466,0.040124599999999996,14,1,4,10,21,0,0,0,102,7,6,0,3,0,4,69,32,0
86,['org::eclipse::pde::internal::core::text::bundle::BundleSymbolicNameHeader ,1,1,0,0,0,6,0,0,3,124,52,20.6667,15,14,2.5,109,52,18.1667,151.0,10.7108,5.07878,0.00796279,0.0144447,0.13901,0.0313983,14,5,11,3,15,0,1,4,31,6,64,1,0,0,6,20,13,0
87,['org::eclipse::pde::internal::ui::editor::site::SiteUndoManager ,0,0,0,0,0,14,1,0,5,174,45,12.4286,185,58,13.2143,-11,28,-0.785714,302.57099999999997,72.6289,4.22329,0.00333836,0.012711499999999999,0.11579,0.033951,8,2,1,7,21,0,0,0,112,7,29,0,3,0,2,42,36,0
88,['org::eclipse::pde::internal::core::text::plugin::DocumentGenericNode ,1,0,0,0,0,4,0,0,1,34,31,8.5,32,31,8.0,2,31,0.5,59.2857,0.252101,2.63545,0.00572814,0.00896467,0.07793589999999999,0.0154308,3,3,2,1,0,1,1,10,5,1,120,1,0,0,1,2,1,0
89,['org::eclipse::pde::internal::core::plugin::Plugin ,1,1,0,0,0,31,2,1,8,228,103,7.3548399999999985,203,100,6.54839,25,6,0.8064520000000001,335.286,97.2782,11.6831,0.00993753,0.0288014,0.30842600000000003,0.0492983,9,5,3,6,36,0,3,26,96,9,181,3,0,0,8,58,23,0
90,['org::eclipse::pde::internal::ui::tests::macro::WidgetIdentifier ,0,0,0,0,0,2,0,0,2,11,11,5.5,5,5,2.5,6,6,3.0,183.857,148.0,1.77712,0.000623143,0.00961856,0.0609203,0.0309529,11,1,10,1,15,0,2,0,27,6,6,0,0,2,6,12,10,0
91,['org::eclipse::pde::internal::ui::editor::feature::EditorBuildFeatureAction ,0,0,0,0,0,18,1,0,7,131,38,7.27778,113,43,6.27778,18,14,1.0,335.286,103.21799999999999,7.72196,0.00282017,0.017774599999999998,0.19835899999999998,0.0343746,8,1,1,7,6,0,2,0,38,4,0,2,1,0,3,23,5,0
92,['org::eclipse::pde::internal::ui::search::ManifestEditorOpener ,1,1,0,0,0,14,1,0,5,230,53,16.4286,127,33,9.07143,103,32,7.3571399999999985,201.28599999999997,123.43299999999999,10.3576,0.0651482,0.0390835,0.309082,0.10428499999999999,11,1,3,8,10,0,0,0,84,5,6,0,3,0,2,43,25,0
93,['org::eclipse::pde::internal::core::feature::Feature ,1,1,1,0,1,46,3,0,8,970,176,21.087,646,178,14.0435,324,81,7.0434800000000015,335.286,113.18299999999999,20.5295,0.0980409,0.06419159999999999,0.570897,0.152313,33,5,2,31,1596,0,22,33,618,57,114,21,7,0,49,369,167,0
94,['org::eclipse::pde::internal::core::builders::ElementOccurenceChecker ,1,0,0,0,0,4,0,0,2,198,94,49.5,162,146,40.5,36,80,9.0,100.14299999999999,30.6407,3.71865,0.0493813,0.013498900000000001,0.11053800000000001,0.0323967,11,1,1,10,210,0,0,0,307,21,6,0,19,0,2,122,63,0
95,['org::eclipse::pde::internal::ui::refactoring::ContainerMoveParticipant ,1,0,0,0,0,3,0,1,1,10,10,3.33333,1,1,0.333333,9,10,3.0,98.2857,2.8571400000000002,2.97312,0.00267786,0.0125834,0.09279,0.0349721,0,3,0,0,0,0,0,2,3,1,11,0,0,0,1,1,1,0
96,['org::eclipse::pde::internal::ui::templates::ide::ViewNewWizard ,1,0,0,0,0,2,0,1,2,2,2,1.0,2,2,1.0,0,0,0.0,95.5714,58.5714,1.56044,0.000665113,0.00803114,0.052585599999999996,0.0247077,2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0
97,['org::eclipse::pde::internal::ui::views::dependencies::DependenciesView ,1,1,0,0,0,12,0,1,3,265,97,22.0833,189,135,15.75,76,49,6.33333,108.14299999999999,48.9294,6.851960000000001,0.054264699999999985,0.0230101,0.200102,0.0450851,24,1,12,19,465,0,23,178,332,31,0,15,9,0,12,163,97,1
98,['org::eclipse::pde::internal::ui::editor::toc::TocInputContextManager ,0,0,0,0,0,3,0,0,1,86,43,28.6667,0,0,0.0,86,43,28.6667,61.1429,1.4285700000000001,2.56656,0.010266500000000001,0.00843875,0.0751441,0.013578799999999999,2,2,1,1,1,0,0,0,10,2,29,0,0,0,2,4,3,0
99,['org::eclipse::pde::internal::ui::editor::build::RuntimeInfoSection ,1,1,1,0,0,60,1,0,7,3422,490,57.0333,3402,490,56.7,20,209,0.333333,263.42900000000003,53.676,18.208,0.18501099999999998,0.0372959,0.458825,0.0473298,29,3,2,28,528,0,8,0,724,33,22,4,17,0,6,352,172,0
100,['org::eclipse::pde::internal::ui::launcher::PluginBlock ,1,1,1,0,0,23,0,0,4,580,168,25.2174,181,47,7.869560000000001,399,168,17.3478,155.857,29.2953,12.4581,0.111078,0.046992599999999995,0.37004699999999996,0.123234,19,2,1,18,66,0,1,9,170,12,35,0,4,0,2,89,47,1
101,['org::eclipse::pde::internal::ui::wizards::exports::FeatureDestinationTab ,0,0,0,0,0,5,0,0,3,67,32,13.4,3,2,0.6,64,32,12.8,139.571,3.4648199999999996,4.43166,0.00824204,0.014064600000000002,0.125048,0.0342961,2,3,1,1,1,0,0,11,12,2,23,0,0,0,1,5,2,0
102,['org::eclipse::pde::internal::ui::editor::feature::InfoSection ,1,1,1,0,1,45,2,1,8,742,304,16.4889,670,223,14.8889,72,81,1.6,335.286,120.691,15.1921,0.0808413,0.0368833,0.400782,0.0554278,21,3,1,20,276,0,12,0,338,24,21,12,11,0,12,162,59,0
103,['org::eclipse::pde::internal::ui::editor::schema::SchemaOverviewPage ,1,1,0,0,0,13,0,0,4,394,114,30.3077,139,84,10.6923,255,109,19.6154,147.0,45.653,11.1198,0.055890599999999985,0.029592400000000005,0.301819,0.0478237,10,2,1,9,55,0,7,0,96,11,28,6,6,0,3,40,14,1
104,['org::eclipse::pde::internal::ui::nls::ExternalizeStringsOperation ,1,1,0,0,0,23,0,0,4,559,140,24.3043,199,48,8.65217,360,140,15.6522,154.857,37.1881,17.2562,0.10573099999999999,0.05515610000000001,0.48906099999999997,0.120031,12,1,2,10,36,0,4,0,152,9,0,4,5,0,3,89,30,0
105,['org::eclipse::pde::internal::core::text::AbstractKeyValueTextChangeListener ,1,1,0,0,0,4,0,0,3,50,33,12.5,30,23,7.5,20,10,5.0,129.429,60.6971,4.5309099999999995,0.00804301,0.016344499999999998,0.134411,0.0389393,7,3,4,3,15,2,1,3,40,6,10,0,0,0,3,32,15,0
106,['org::eclipse::pde::internal::core::text::bundle::BundleModel ,1,1,0,0,0,11,0,0,4,194,83,17.6364,20,7,1.81818,174,83,15.8182,151.143,11.8527,11.8519,0.017486900000000003,0.0291747,0.315309,0.041387699999999986,47,5,46,2,21,0,2,5,33,7,86,2,0,0,6,17,8,0
107,['org::eclipse::pde::internal::ui::templates::rcp::IntroTemplate ,1,1,0,0,0,5,0,1,4,107,101,21.4,117,115,23.4,-10,3,-2.0,95.5714,57.0841,5.87009,0.0394107,0.0222232,0.17844100000000002,0.049262699999999986,16,5,1,15,136,0,6,13,211,17,80,6,2,0,11,94,34,0
108,['org::eclipse::pde::internal::core::text::plugin::PluginExtensionNode ,1,1,0,0,0,10,0,0,4,314,130,31.4,29,12,2.9,285,130,28.5,151.143,15.9236,8.42497,0.026942900000000002,0.0273545,0.24309899999999998,0.0532619,11,5,1,10,66,0,2,17,64,12,208,2,0,0,12,59,23,0
109,['org::eclipse::pde::internal::core::text::bundle::ImportPackageObject ,1,1,0,0,0,13,0,0,4,221,62,17.0,72,50,5.53846,149,62,11.4615,151.143,35.0976,8.47144,0.0229737,0.0233045,0.23144699999999999,0.041703199999999996,12,4,5,7,15,0,1,4,38,6,51,1,1,0,5,32,10,0
110,['org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSIntroDetails ,1,1,0,0,0,19,0,0,3,296,105,15.5789,282,115,14.8421,14,79,0.736842,104.286,32.4546,15.7896,0.10778599999999999,0.044523099999999996,0.439259,0.0636045,10,4,1,9,78,0,5,0,159,13,32,5,2,0,11,57,22,0
111,['org::eclipse::pde::internal::ui::correction::DeletePluginBaseResolution ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,28.4286,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0,6,0,0,5,17,4,12,0,0,0,3,6,4,0
112,['org::eclipse::pde::internal::core::text::bundle::Bundle ,1,1,0,0,0,10,1,0,4,391,162,39.1,69,37,6.9,322,162,32.2,151.143,15.5722,10.9041,0.0331425,0.02671,0.28927800000000004,0.0390316,19,1,9,11,78,0,2,0,111,13,13,2,0,0,12,74,30,0
113,['org::eclipse::pde::internal::ui::compare::PluginStructureViewer ,1,1,0,0,0,3,0,0,2,44,34,14.6667,12,11,4.0,32,33,10.6667,59.0,7.41558,3.10682,0.00424976,0.014728899999999998,0.101533,0.0421491,2,1,1,1,0,0,0,0,34,1,0,0,0,0,1,4,1,1
114,['org::eclipse::pde::internal::ui::editor::plugin::BundleInputContext ,1,1,0,0,0,26,0,0,6,233,55,8.96154,137,43,5.26923,96,53,3.69231,227.429,58.3875,16.6473,0.020158900000000004,0.028992400000000005,0.40219699999999997,0.0347774,18,3,1,17,55,0,2,1,97,11,41,1,3,0,3,72,25,0
115,['org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCS ,1,0,0,0,0,13,0,0,3,480,382,36.9231,880,382,67.6923,-400,382,-30.7692,59.2857,0.961607,4.41258,0.10999,0.018583199999999998,0.138856,0.0463837,3,5,1,2,171,0,1,110,61,19,422,1,0,0,19,38,19,0
116,['org::eclipse::pde::internal::ui::editor::PDEFormEditorContributor ,1,1,0,0,0,23,1,0,7,298,117,12.9565,296,211,12.8696,2,36,0.0869565,227.429,109.63799999999999,17.0697,0.10900399999999999,0.0380708,0.440287,0.05195950000000001,24,1,19,9,210,4,9,0,120,21,0,6,1,0,18,55,32,0
117,['org::eclipse::pde::internal::ui::search::dependencies::UnusedDependenciesAction ,0,0,0,0,0,9,0,0,4,22,6,2.44444,20,5,2.22222,2,3,0.22222199999999998,201.28599999999997,50.4221,9.36692,0.00585635,0.0197926,0.235736,0.034427099999999995,5,1,4,1,1,0,2,0,11,2,0,2,0,0,2,5,2,0
118,['org::eclipse::pde::internal::core::bundle::BundlePluginModel ,0,0,0,0,0,7,0,0,4,22,10,3.1428599999999998,23,12,3.28571,-1,10,-0.14285699999999998,227.429,54.9675,6.425990000000001,0.00262373,0.015846100000000002,0.16853900000000002,0.0313813,6,8,4,2,6,0,1,2,11,4,219,1,0,0,4,7,3,0
119,['org::eclipse::pde::internal::ui::refactoring::ManifestTypeMoveParticipant ,1,1,0,0,0,9,0,1,3,133,75,14.7778,71,29,7.888889999999999,62,74,6.888889999999999,158.0,24.5231,9.58809,0.040443900000000005,0.024988999999999997,0.257069,0.046031800000000005,6,2,0,6,10,0,0,2,44,5,7,0,0,0,1,28,13,0
120,['org::eclipse::pde::internal::core::schema::Schema ,1,1,1,0,0,83,3,1,9,1996,718,24.0482,1671,657,20.1325,325,83,3.91566,335.286,109.54899999999999,28.1851,0.123242,0.0862295,0.784593,0.191565,53,3,17,37,3321,1,17,7,847,82,33,16,29,0,53,495,259,1
121,['org::eclipse::pde::internal::core::text::toc::TocTopic ,1,1,0,0,0,9,0,0,4,516,277,57.3333,133,107,14.7778,383,277,42.5556,59.5714,1.29956,5.267230000000001,0.047898699999999995,0.03217200000000001,0.185298,0.0966321,13,5,9,4,91,1,1,28,56,14,248,1,0,0,14,36,16,0
122,['org::eclipse::pde::internal::core::product::ProductFeature ,0,0,0,0,0,4,0,0,3,16,10,4.0,4,3,1.0,12,10,3.0,188.429,25.1875,4.87416,0.00300521,0.013344,0.130918,0.031069799999999998,3,3,1,2,21,0,3,0,25,7,34,3,0,0,7,10,8,0
123,['org::eclipse::pde::internal::ui::editor::EditorUtilities ,1,1,0,0,0,21,1,0,4,501,104,23.8571,416,104,19.8095,85,40,4.047619999999998,143.857,24.8993,11.0027,0.147013,0.029402099999999997,0.299304,0.0466369,18,1,3,15,120,0,4,0,194,16,6,4,11,0,5,107,57,0
124,['org::eclipse::pde::internal::ui::editor::LaunchShortcutOverviewPage ,1,1,0,0,0,4,0,0,2,34,17,8.5,111,88,27.75,-77,0,-19.25,76.0,26.1345,4.5857800000000015,0.015619399999999999,0.018783599999999998,0.142625,0.0465309,8,2,2,6,36,2,0,0,59,9,28,0,0,0,4,35,10,0
125,['org::eclipse::pde::internal::ui::samples::SampleWizard ,0,0,0,0,0,4,0,0,3,64,46,16.0,56,48,14.0,8,10,2.0,151.143,88.2589,4.73464,0.006642399999999999,0.014525299999999998,0.132287,0.0343406,11,1,5,9,171,0,8,0,124,19,0,8,0,0,19,56,34,0
126,['org::eclipse::pde::internal::core::util::DOMParserWrapper ,1,0,0,0,0,2,0,0,2,11,11,5.5,11,11,5.5,0,0,0.0,116.14299999999999,80.0,1.77712,0.0008568219999999999,0.00961856,0.0609203,0.0309529,4,1,1,3,10,0,2,0,20,5,6,0,0,0,4,13,6,1
127,['org::eclipse::pde::internal::core::ModelFileAdapter ,0,0,0,0,0,3,0,0,3,2,1,0.666667,2,1,0.666667,0,0,0.0,85.2857,34.2857,3.3766300000000005,0.00134503,0.0143904,0.106458,0.03714559999999999,2,2,2,0,1,0,1,0,7,2,10,1,0,0,2,2,2,0
128,['org::eclipse::pde::internal::core::plugin::PluginAttribute ,1,1,1,0,0,22,2,0,8,172,78,7.81818,142,72,6.45455,30,15,1.36364,335.286,129.655,10.0245,0.00945136,0.026166000000000002,0.268815,0.0473569,9,3,1,9,36,0,3,5,63,9,67,2,0,0,7,39,20,0
129,['org::eclipse::pde::internal::ui::editor::build::BuildSourceViewerConfiguration ,1,1,0,0,0,10,1,0,3,219,113,21.9,167,69,16.7,52,62,5.2,150.857,30.2061,7.737710000000001,0.04235009999999999,0.018977900000000002,0.203534,0.0348171,7,2,2,5,45,0,8,2,66,10,11,4,1,0,9,26,21,0
130,['org::eclipse::pde::ui::launcher::JUnitWorkbenchLaunchShortcut ,1,1,1,0,0,12,0,1,2,72,40,6.0,79,46,6.58333,-7,2,-0.583333,104.429,17.1627,11.9634,0.0243484,0.0351703,0.33650399999999997,0.0549701,5,1,0,5,1,0,0,0,52,2,0,0,0,0,0,19,8,1
131,['org::eclipse::pde::internal::ui::views::dependencies::OpenPluginDependenciesAction ,1,1,0,0,0,2,0,0,1,5,5,2.5,6,6,3.0,-1,0,-0.5,72.1429,38.0,1.76682,0.000274359,0.0100966,0.0617154,0.0339284,5,1,3,2,1,0,1,0,11,2,0,1,0,0,2,6,2,0
132,['org::eclipse::pde::internal::core::text::plugin::PluginModel ,0,0,0,0,0,4,0,0,2,106,51,26.5,4,4,1.0,102,51,25.5,151.143,4.61456,3.3083099999999996,0.00564356,0.0116346,0.0962807,0.031038299999999998,6,7,6,0,10,0,0,5,14,5,157,0,0,0,5,6,5,0
133,['org::eclipse::pde::internal::ui::wizards::WizardCollectionComparator ,1,1,0,0,0,2,0,0,1,22,22,11.0,20,20,10.0,2,2,1.0,102.14299999999999,68.0,1.76682,0.00104755,0.0100966,0.0617154,0.0339284,3,1,1,2,3,0,1,0,24,3,0,1,0,0,3,8,7,0
134,['org::eclipse::pde::internal::ui::editor::contentassist::TypeProposalLabelProvider ,1,1,0,0,0,2,0,0,2,1,1,0.5,1,1,0.5,0,0,0.0,94.4286,60.2857,1.76682,4.9883500000000004e-05,0.0100966,0.0617154,0.0339284,2,1,1,1,1,0,0,0,9,2,0,0,0,0,2,3,3,0
135,['org::eclipse::pde::internal::core::schema::EditableSchema ,0,0,0,0,0,11,1,0,7,59,33,5.36364,44,24,4.0,15,9,1.36364,335.286,127.363,6.425990000000001,0.00308585,0.015846100000000002,0.16853900000000002,0.0313813,3,4,2,1,15,0,1,8,21,6,90,1,0,0,6,9,7,0
136,['org::eclipse::pde::internal::ui::preferences::MainPreferencePage ,1,1,0,0,0,27,1,0,8,351,87,13.0,341,89,12.6296,10,43,0.37037,335.286,98.7196,11.4044,0.0878664,0.0425909,0.325439,0.10931199999999999,2,1,0,2,15,0,4,0,71,6,0,4,0,0,4,28,10,1
137,['org::eclipse::pde::internal::ui::wizards::feature::NewFeaturePatchWizard ,1,1,0,0,0,33,0,0,5,969,345,29.3636,1296,345,39.2727,-327,23,-9.90909,226.571,9.91906,13.6235,0.08951619999999999,0.024460299999999997,0.33003299999999997,0.034492800000000004,3,3,0,3,3,0,0,6,11,3,15,0,0,0,1,11,3,0
138,['org::eclipse::ui::internal::views::log::OpenIDELogFileAction ,0,0,0,0,0,2,0,0,1,7,7,3.5,10,10,5.0,-3,0,-1.5,49.4286,13.0,1.77712,0.00066209,0.00961856,0.0609203,0.0309529,3,1,1,3,1,0,1,0,15,2,0,1,0,0,2,10,4,0
139,['org::eclipse::pde::internal::ui::editor::feature::Choice ,1,1,0,0,0,6,0,0,4,12,5,2.0,12,5,2.0,0,4,0.0,205.857,93.6071,7.47927,0.00349934,0.0178894,0.19451500000000002,0.0345277,6,1,6,0,6,0,2,0,13,4,6,2,0,0,4,4,4,0
140,['org::eclipse::pde::internal::ui::editor::feature::IncludedFeaturesDetailsSection ,1,1,0,0,0,11,0,0,4,102,26,9.27273,108,33,9.81818,-6,21,-0.545455,188.429,66.3235,10.137,0.0279366,0.0266855,0.272522,0.0472278,8,3,0,8,66,0,8,0,195,12,21,7,1,0,11,58,22,0
141,['org::eclipse::pde::internal::core::builders::ElementOccurrenceResult ,0,0,0,0,0,2,0,0,2,10,10,5.0,12,12,6.0,-2,0,-1.0,97.0,60.8571,1.77712,0.0008568219999999999,0.00961856,0.0609203,0.0309529,2,1,2,0,10,0,4,0,18,5,6,4,0,0,5,5,5,0
142,['org::eclipse::pde::internal::ui::editor::text::ResourceHyperlink ,1,1,0,0,0,6,0,0,3,80,50,13.3333,20,9,3.33333,60,43,10.0,118.0,51.3429,5.8890699999999985,0.0179567,0.0216427,0.17644300000000002,0.04931919999999999,6,2,4,2,3,0,1,1,57,3,10,1,1,0,2,19,11,0
143,['org::eclipse::pde::internal::ui::wizards::plugin::OpenProjectWizardAction ,1,1,0,0,0,13,1,0,6,66,18,5.0769199999999985,41,12,3.15385,25,11,1.92308,234.71400000000003,42.5519,8.679039999999999,0.00546606,0.018990700000000003,0.220203,0.034464999999999996,3,1,0,3,1,0,0,0,19,2,0,0,0,0,2,12,4,0
144,['org::eclipse::pde::internal::core::exports::FeatureExportOperation ,1,1,0,0,0,16,1,0,3,325,100,20.3125,240,110,15.0,85,72,5.3125,128.143,85.4026,14.2492,0.169755,0.0639535,0.449008,0.183001,46,1,9,37,528,2,9,0,582,33,6,2,7,0,6,273,139,1
145,['org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSDefinitionPage ,1,0,0,0,0,4,0,0,3,101,74,25.25,61,44,15.25,40,61,10.0,64.4286,13.5219,3.1524099999999997,0.012891,0.0149602,0.103077,0.042799199999999996,16,2,1,15,45,0,2,0,144,10,29,1,1,0,6,62,29,0
146,['org::eclipse::pde::internal::ui::launcher::LaunchAction ,1,1,1,0,0,32,1,0,6,264,50,8.25,194,74,6.0625,70,18,2.1875,187.28599999999997,86.5887,24.7436,0.0565871,0.064461,0.660045,0.121457,21,1,0,21,171,0,3,0,223,19,0,3,16,0,2,131,62,1
147,['org::eclipse::pde::internal::ui::util::PersistablePluginObject ,1,1,0,0,0,8,0,0,4,76,26,9.5,22,17,2.75,54,24,6.75,207.71400000000003,78.6128,10.7641,0.026681,0.027136400000000005,0.286389,0.0449285,10,1,8,3,45,0,4,0,55,10,0,2,1,0,9,28,21,0
148,['org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpSourcePage ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,33.4286,0.0,0.0,0.0,0.0,0.0,0.0,9,4,2,7,66,0,0,0,53,12,70,0,0,0,7,31,16,0
149,['org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentSearchResultPage ,1,1,0,0,0,9,0,0,4,88,27,9.77778,64,45,7.111110000000001,24,20,2.66667,201.28599999999997,77.5779,10.2628,0.017182,0.0217895,0.259347,0.0353005,7,2,0,7,21,0,0,0,53,7,7,0,1,0,2,31,8,0
150,['org::eclipse::pde::internal::ui::editor::plugin::rows::TextAttributeRow ,1,1,1,0,0,16,1,0,6,68,20,4.25,43,14,2.6875,25,20,1.5625,227.429,125.456,16.0268,0.0245388,0.038198800000000005,0.421753,0.05262029999999999,6,2,2,4,21,1,1,6,55,7,26,0,1,0,4,25,11,0
151,['org::eclipse::pde::internal::core::text::toc::Toc ,1,1,0,0,0,8,0,0,3,260,155,32.5,90,77,11.25,170,155,21.25,59.5714,1.3511,3.71677,0.022346599999999998,0.0160982,0.117977,0.0417074,4,6,2,2,21,0,1,28,22,7,262,1,0,0,7,12,7,0
152,['org::eclipse::pde::internal::ui::correction::OptionalRequireBundleResolution ,0,0,0,0,0,4,1,1,3,17,10,4.25,11,10,2.75,6,10,1.5,150.429,55.8739,3.18664,0.00253962,0.0122967,0.0957854,0.03417580000000001,5,3,1,4,6,0,1,5,21,4,14,1,0,0,3,12,7,0
153,['org::eclipse::pde::internal::ui::editor::JarEntryEditorInput ,1,1,0,0,0,9,0,0,4,41,20,4.55556,39,28,4.33333,2,4,0.22222199999999998,204.0,112.836,10.7189,0.00850752,0.0270066,0.285475,0.044091399999999996,10,1,8,2,55,0,1,0,45,11,6,1,0,0,11,22,15,0
154,['org::eclipse::pde::internal::ui::compare::PluginStructureViewerCreator ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0,6,2,6,0,0,0,2,3,2,1
155,['org::eclipse::pde::internal::ui::elements::ElementList ,0,0,0,0,0,6,1,0,6,53,35,8.83333,40,29,6.66667,13,6,2.16667,335.286,234.38299999999998,6.4156900000000014,0.00428655,0.0163241,0.16933399999999998,0.034356800000000014,9,3,9,0,15,1,1,1,22,6,19,1,0,0,6,13,7,0
156,['org::eclipse::pde::internal::core::build::ExternalBuildModel ,0,0,0,0,0,15,2,0,7,80,46,5.33333,69,42,4.6,11,6,0.733333,335.286,129.786,7.9139100000000004,0.00455011,0.0176965,0.20238,0.031483099999999986,8,5,0,8,21,0,2,2,37,7,67,2,1,0,5,28,10,1
157,['org::eclipse::pde::internal::core::natures::SiteProject ,1,1,0,0,0,3,0,0,3,12,11,4.0,10,9,3.33333,2,2,0.666667,133.571,89.8214,3.19695,0.00113569,0.011818700000000001,0.0949903,0.0312002,1,2,0,1,3,0,0,0,9,3,6,0,0,0,3,5,3,0
158,['org::eclipse::pde::internal::ui::editor::contentassist::display::SubstitutionTextReader ,1,1,0,0,0,3,1,0,2,28,27,9.33333,31,30,10.3333,-3,0,-1.0,110.85700000000001,74.0051,3.1918900000000003,0.00228693,0.0126634,0.097192,0.03453999999999999,5,2,1,4,45,1,8,0,76,10,25,7,0,0,4,28,24,0
159,['org::eclipse::pde::internal::ui::editor::schema::SchemaStringAttributeDetails ,1,1,0,0,0,3,0,0,2,34,32,11.3333,40,40,13.3333,-6,2,-2.0,60.1429,24.479,3.01668,0.00196509,0.0141977,0.0982896,0.0404884,6,5,1,5,6,0,5,2,145,4,55,5,0,0,3,17,8,0
160,['org::eclipse::pde::internal::core::PDERegistryStrategy ,1,1,1,0,0,14,1,0,3,749,279,53.5,162,63,11.5714,587,279,41.9286,63.0,7.94602,10.6231,0.18276199999999998,0.0453749,0.335727,0.11508299999999999,13,1,4,13,136,1,5,0,155,17,0,5,7,0,7,92,51,1
161,['org::eclipse::pde::internal::ui::launcher::FilteredCheckboxTree ,1,1,0,0,0,3,0,0,2,36,26,12.0,2,2,0.666667,34,26,11.3333,28.8571,8.77778,2.06344,0.0508732,0.028653199999999997,0.10439000000000001,0.103181,3,1,1,2,10,0,1,0,35,5,0,1,0,0,2,12,7,1
162,['org::eclipse::pde::internal::ui::editor::schema::SchemaCompositorDetails ,1,1,0,0,0,15,0,0,3,257,105,17.1333,70,36,4.66667,187,105,12.4667,147.0,10.6598,14.265999999999998,0.0331897,0.0363816,0.383392,0.0529748,6,4,1,5,10,0,3,2,64,5,47,3,0,0,5,30,7,0
163,['org::eclipse::pde::internal::core::text::bundle::BundleActivatorHeader ,0,0,0,0,0,4,0,0,2,64,31,16.0,2,2,0.5,62,31,15.5,151.0,3.7968800000000003,3.3083099999999996,0.0033968,0.0116346,0.0962807,0.031038299999999998,5,5,4,1,3,0,1,4,9,3,64,1,0,0,3,5,3,0
164,['org::eclipse::pde::internal::ui::editor::plugin::ExportPackageSection ,1,1,1,0,0,55,1,1,7,1897,458,34.4909,906,494,16.4727,991,372,18.0182,180.571,57.3516,27.4277,0.345489,0.076166,0.7413489999999999,0.151917,35,5,2,34,595,0,10,2,525,35,73,10,21,0,6,243,108,0
165,['org::eclipse::pde::internal::core::variables::TargetNLVariableResolver ,1,1,1,0,0,2,0,0,2,1,1,0.5,2,2,1.0,-1,0,-0.5,69.0,32.8571,1.77712,0.000116839,0.00961856,0.0609203,0.0309529,1,1,0,1,0,0,0,0,3,1,6,0,0,0,1,2,1,0
166,['org::eclipse::pde::internal::ui::wizards::product::UpdateSplashProgressOperation ,1,1,0,0,0,2,0,0,2,74,74,37.0,105,105,52.5,-31,0,-15.5,68.2857,34.1429,1.76682,0.00446458,0.0100966,0.0617154,0.0339284,21,1,1,20,435,0,17,0,415,30,6,8,22,0,8,141,73,0
167,['org::eclipse::pde::internal::ui::templates::osgi::OSGiPreferencesServiceNewWizard ,1,0,0,0,0,2,0,1,2,4,4,2.0,6,6,3.0,-2,0,-1.0,95.5714,58.5714,1.56044,0.00166278,0.00803114,0.052585599999999996,0.0247077,2,6,0,2,3,0,0,0,11,3,20,0,0,0,3,6,3,0
