,classname,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,
421,org::eclipse::jdt::internal::compiler::ast::SwitchStatement , 6 , 2 , 2 , 4 , 6 , 0 , 4 , 165 , 62.0 , 1.0 , 2 , 0 , 0 , 1.0 , 1 , 25.0 , 19.0 , 1 , 0 , 0 , 0 , 0 , 
422,org::eclipse::jdt::internal::core::search::indexing::InternalSearchDocument , 3 , 0 , 1 , 2 , 3 , 0 , 2 , 0 , 25.0 , 1.0 , 1 , 1 , 1 , 1.0 , 0 , 10.0 , 12.0 , 1 , 0 , 0 , 0 , 0 , 
423,org::eclipse::jdt::core::dom::BindingResolver , 8 , 0 , 8 , 0 , 295 , 0 , 0 , 0 , 30.0 , 10.0 , 1 , 0 , 0 , 0.0 , 1 , 10.0 , 10.0 , 0 , 0 , 0 , 0 , 0 , 
424,org::eclipse::jdt::internal::compiler::codegen::StackMapFrame , 3 , 0 , 1 , 2 , 104 , 0 , 2 , 0 , 71.0 , 6.0 , 8 , 0 , 0 , 2.0 , 6 , 13.0 , 27.0 , 0 , 0 , 0 , 0 , 0 , 
425,org::eclipse::jdt::internal::core::AnnotationInfo , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
426,org::eclipse::jdt::internal::compiler::classfmt::ClassFormatException , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
427,org::eclipse::jdt::internal::core::builder::ClasspathDirectory , 1 , 0 , 0 , 1 , 12 , 0 , 1 , 0 , 20.0 , 1.0 , 2 , 0 , 0 , 1.0 , 1 , 14.0 , 8.0 , 0 , 0 , 0 , 0 , 0 , 
428,org::eclipse::jdt::internal::compiler::classfmt::MethodInfoWithParameterAnnotations , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0.0 , 0.0 , 6 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
429,org::eclipse::jdt::internal::core::builder::ClasspathMultiDirectory , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
430,org::eclipse::jdt::internal::compiler::lookup::TypeBinding , 27 , 2 , 26 , 6 , 930 , 0 , 10 , 415 , 702.0 , 18.0 , 2 , 0 , 2 , 0.0 , 17 , 191.0 , 299.0 , 3 , 0 , 0 , 0 , 0 , 
431,org::eclipse::jdt::internal::compiler::flow::LabelFlowContext , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 41 , 4.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
432,org::eclipse::jdt::internal::compiler::ast::AssertStatement , 3 , 2 , 1 , 2 , 0 , 0 , 0 , 165 , 14.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 8.0 , 1.0 , 2 , 0 , 0 , 0 , 0 , 
433,org::eclipse::jdt::internal::core::search::matching::TypeReferencePattern , 6 , 0 , 0 , 6 , 27 , 0 , 2 , 14 , 52.0 , 3.0 , 15 , 3 , 1 , 0.0 , 0 , 16.0 , 13.0 , 1 , 0 , 0 , 0 , 0 , 
434,org::eclipse::jdt::core::search::TypeNameMatchRequestor , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
435,org::eclipse::jdt::internal::codeassist::select::SelectionOnPackageReference , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 163 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
436,org::eclipse::jdt::core::BindingKey , 2 , 0 , 0 , 2 , 98 , 0 , 0 , 0 , 62.0 , 9.0 , 1 , 0 , 0 , 0.0 , 9 , 35.0 , 14.0 , 0 , 0 , 0 , 0 , 0 , 
437,org::eclipse::jdt::internal::compiler::ast::JavadocReturnStatement , 0 , 2 , 0 , 0 , 0 , 0 , 2 , 164 , 1.0 , 0.0 , 2 , 0 , 0 , 2.0 , 0 , 1.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
438,org::eclipse::jdt::internal::eval::CodeSnippetAllocationExpression , 2 , 2 , 0 , 2 , 0 , 0 , 0 , 166 , 13.0 , 0.0 , 6 , 0 , 0 , 0.0 , 0 , 5.0 , 8.0 , 1 , 0 , 0 , 0 , 0 , 
439,org::eclipse::jdt::internal::compiler::env::AccessRule , 4 , 0 , 4 , 0 , 9 , 0 , 1 , 0 , 9.0 , 2.0 , 1 , 0 , 0 , 0.0 , 2 , 6.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
440,org::eclipse::jdt::internal::core::jdom::DOMBuilder , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 3.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 1.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
441,org::eclipse::jdt::internal::core::search::matching::TypeParameterPattern , 2 , 0 , 0 , 2 , 0 , 0 , 0 , 13 , 3.0 , 0.0 , 10 , 0 , 0 , 0.0 , 0 , 2.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
442,org::eclipse::jdt::internal::core::util::InnerClassesAttributeEntry , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
443,org::eclipse::jdt::core::dom::ASTSyntaxErrorPropagator , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
444,org::eclipse::jdt::internal::codeassist::complete::CompletionOnFieldType , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 164 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
445,org::eclipse::jdt::internal::codeassist::select::SelectionOnExplicitConstructorCall , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 164 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
446,org::eclipse::jdt::internal::core::util::HandleFactory , 3 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 6.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 7.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
447,org::eclipse::jdt::internal::core::dom::rewrite::TrackedNodePosition , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 2.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
448,org::eclipse::jdt::internal::compiler::util::SimpleSetOfCharArray , 2 , 0 , 2 , 0 , 9 , 0 , 0 , 0 , 14.0 , 1.0 , 0 , 0 , 0 , 0.0 , 1 , 4.0 , 5.0 , 0 , 0 , 0 , 0 , 0 , 
449,org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteAnalyzer , 6 , 0 , 0 , 6 , 489 , 0 , 3 , 0 , 165.0 , 8.0 , 1 , 2 , 5 , 0.0 , 2 , 125.0 , 44.0 , 2 , 0 , 0 , 0 , 0 , 
450,org::eclipse::jdt::internal::compiler::ast::ReturnStatement , 3 , 2 , 0 , 3 , 10 , 0 , 3 , 165 , 36.0 , 1.0 , 2 , 0 , 1 , 3.0 , 0 , 21.0 , 17.0 , 1 , 0 , 0 , 0 , 0 , 
451,org::eclipse::jdt::core::search::MethodDeclarationMatch , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 8 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
452,org::eclipse::jdt::internal::core::util::LocalVariableAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
453,org::eclipse::jdt::internal::core::builder::NameEnvironment , 4 , 0 , 0 , 4 , 8 , 0 , 1 , 12 , 34.0 , 1.0 , 1 , 0 , 1 , 1.0 , 0 , 12.0 , 11.0 , 0 , 0 , 0 , 0 , 0 , 
454,org::eclipse::jdt::core::dom::ParameterizedType , 3 , 0 , 3 , 0 , 0 , 0 , 1 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 1.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
455,org::eclipse::jdt::internal::formatter::comment::Java2HTMLEntityReader , 3 , 0 , 1 , 2 , 0 , 0 , 2 , 0 , 42.0 , 0.0 , 3 , 2 , 0 , 0.0 , 0 , 13.0 , 10.0 , 0 , 0 , 0 , 0 , 0 , 
456,org::eclipse::jdt::internal::core::BufferFactoryWrapper , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
457,org::eclipse::jdt::internal::core::NameLookup , 14 , 0 , 3 , 12 , 51 , 0 , 4 , 12 , 187.0 , 3.0 , 1 , 1 , 3 , 1.0 , 2 , 55.0 , 53.0 , 0 , 0 , 0 , 0 , 0 , 
458,org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocTag , 2 , 0 , 0 , 2 , 6 , 0 , 0 , 104 , 29.0 , 1.0 , 8 , 0 , 0 , 0.0 , 1 , 4.0 , 9.0 , 1 , 1 , 0 , 0 , 0 , 
459,org::eclipse::jdt::internal::compiler::util::HashtableOfObject , 3 , 0 , 3 , 0 , 9 , 0 , 0 , 0 , 15.0 , 1.0 , 2 , 0 , 0 , 0.0 , 1 , 1.0 , 6.0 , 0 , 0 , 0 , 0 , 0 , 
460,org::eclipse::jdt::internal::compiler::ast::ParameterizedQualifiedTypeReference , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 166 , 94.0 , 0.0 , 10 , 1 , 0 , 2.0 , 0 , 31.0 , 29.0 , 1 , 0 , 0 , 0 , 0 , 
461,org::eclipse::jdt::internal::eval::EvaluationContext , 4 , 0 , 0 , 4 , 37 , 0 , 1 , 12 , 61.0 , 2.0 , 1 , 0 , 0 , 1.0 , 2 , 15.0 , 7.0 , 0 , 0 , 0 , 0 , 0 , 
462,org::eclipse::jdt::internal::compiler::ast::ContinueStatement , 2 , 2 , 0 , 2 , 0 , 0 , 0 , 166 , 4.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 2.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
463,org::eclipse::jdt::internal::compiler::ast::ThrowStatement , 5 , 2 , 1 , 4 , 0 , 0 , 0 , 165 , 1.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 4.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
464,org::eclipse::jdt::internal::core::SourceType , 10 , 0 , 2 , 10 , 367 , 0 , 0 , 4 , 153.0 , 8.0 , 36 , 0 , 0 , 0.0 , 7 , 53.0 , 27.0 , 0 , 0 , 0 , 0 , 0 , 
465,org::eclipse::jdt::internal::core::util::StackMapFrame , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
466,org::eclipse::jdt::core::CheckDebugAttributes , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 1.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
467,org::eclipse::jdt::internal::core::ClasspathEntry , 19 , 0 , 5 , 15 , 931 , 0 , 15 , 0 , 503.0 , 24.0 , 10 , 8 , 21 , 1.0 , 9 , 196.0 , 146.0 , 4 , 0 , 1 , 1 , 0 , 
468,org::eclipse::jdt::internal::core::jdom::DOMPackage , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 3.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
469,org::eclipse::jdt::internal::core::search::matching::PackageReferencePattern , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 14 , 0.0 , 0.0 , 15 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
470,org::eclipse::jdt::internal::core::JavaProjectElementInfo , 14 , 0 , 1 , 14 , 25 , 0 , 3 , 0 , 84.0 , 3.0 , 4 , 1 , 1 , 1.0 , 2 , 40.0 , 22.0 , 1 , 0 , 0 , 0 , 0 , 
471,org::eclipse::jdt::internal::core::SourceAnnotationMethodInfo , 1 , 1 , 0 , 1 , 2 , 0 , 1 , 3 , 5.0 , 1.0 , 10 , 0 , 0 , 3.0 , 1 , 2.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
472,org::eclipse::jdt::internal::compiler::ast::ExtendedStringLiteral , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 165 , 0.0 , 0.0 , 6 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
473,org::eclipse::jdt::internal::core::builder::WorkQueue , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 2 , 0 , 2.0 , 0 , 1.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
474,org::eclipse::jdt::internal::core::SourceConstructorInfo , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 3 , 0.0 , 0.0 , 10 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
475,org::eclipse::jdt::internal::compiler::ast::ArrayQualifiedTypeReference , 1 , 2 , 1 , 0 , 0 , 0 , 0 , 166 , 4.0 , 0.0 , 10 , 0 , 0 , 0.0 , 0 , 1.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
476,org::eclipse::jdt::internal::compiler::DocumentElementParser , 0 , 2 , 0 , 0 , 171 , 0 , 1 , 108 , 86.0 , 3.0 , 1 , 0 , 0 , 1.0 , 0 , 14.0 , 11.0 , 0 , 0 , 0 , 0 , 0 , 
477,org::eclipse::jdt::internal::core::builder::ImageBuilderInternalException , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 9.0 , 1.0 , 3 , 0 , 0 , 0.0 , 1 , 5.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
478,org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocSingleTypeReference , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 66 , 13.0 , 1.0 , 10 , 0 , 0 , 0.0 , 1 , 6.0 , 5.0 , 0 , 0 , 0 , 0 , 0 , 
479,org::eclipse::jdt::internal::compiler::ast::OperatorExpression , 1 , 2 , 1 , 0 , 0 , 0 , 0 , 166 , 2.0 , 0.0 , 6 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
480,org::eclipse::jdt::internal::core::search::TypeNameRequestorWrapper , 0 , 0 , 0 , 0 , 9 , 0 , 0 , 0 , 9.0 , 3.0 , 4 , 0 , 0 , 0.0 , 3 , 6.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
481,org::eclipse::jdt::internal::codeassist::impl::AssistAnnotation , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
482,org::eclipse::jdt::core::dom::ArrayCreation , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
483,org::eclipse::jdt::internal::core::CompilationUnitStructureRequestor , 13 , 0 , 1 , 12 , 420 , 1 , 4 , 0 , 197.0 , 15.0 , 3 , 0 , 6 , 0.0 , 0 , 93.0 , 48.0 , 1 , 0 , 0 , 0 , 0 , 
484,org::eclipse::jdt::internal::compiler::ast::JavadocSingleTypeReference , 4 , 2 , 0 , 4 , 5 , 2 , 0 , 166 , 26.0 , 1.0 , 10 , 0 , 0 , 0.0 , 1 , 8.0 , 6.0 , 0 , 0 , 0 , 0 , 0 , 
485,org::eclipse::jdt::internal::core::builder::BatchImageBuilder , 7 , 0 , 0 , 7 , 100 , 0 , 3 , 9 , 170.0 , 9.0 , 15 , 0 , 1 , 3.0 , 0 , 55.0 , 51.0 , 1 , 0 , 0 , 0 , 0 , 
486,org::eclipse::jdt::internal::compiler::parser::AbstractCommentParser , 5 , 0 , 4 , 1 , 231 , 0 , 36 , 90 , 275.0 , 6.0 , 1 , 0 , 6 , 4.0 , 0 , 52.0 , 121.0 , 7 , 0 , 0 , 0 , 2 , 
487,org::eclipse::jdt::internal::core::ResolvedBinaryField , 1 , 0 , 2 , 0 , 4 , 0 , 0 , 4 , 7.0 , 1.0 , 40 , 0 , 0 , 0.0 , 1 , 2.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
488,org::eclipse::jdt::internal::core::index::Index , 3 , 0 , 2 , 1 , 0 , 0 , 3 , 0 , 32.0 , 0.0 , 1 , 2 , 0 , 1.0 , 0 , 11.0 , 19.0 , 1 , 0 , 0 , 0 , 0 , 
489,org::eclipse::jdt::internal::core::ExternalFoldersManager , 3 , 0 , 1 , 3 , 21 , 0 , 0 , 0 , 58.0 , 2.0 , 0 , 0 , 0 , 0.0 , 2 , 21.0 , 12.0 , 3 , 0 , 0 , 0 , 0 , 
490,org::eclipse::jdt::core::dom::BooleanLiteral , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
491,org::eclipse::jdt::internal::core::util::Disassembler , 18 , 0 , 2 , 16 , 393 , 0 , 3 , 2 , 721.0 , 15.0 , 1 , 3 , 13 , 0.0 , 1 , 343.0 , 187.0 , 1 , 0 , 0 , 0 , 0 , 
492,org::eclipse::jdt::internal::core::util::DOMFinder , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
493,org::eclipse::jdt::internal::compiler::lookup::VariableBinding , 6 , 2 , 4 , 2 , 14 , 0 , 0 , 119 , 11.0 , 2.0 , 2 , 1 , 0 , 0.0 , 2 , 7.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
494,org::eclipse::jdt::internal::core::util::CodeSnippetParsingUtil , 2 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 4.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 5.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
495,org::eclipse::jdt::internal::core::search::indexing::ReadWriteMonitor , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
496,org::eclipse::jdt::internal::core::JavaProject , 25 , 0 , 22 , 9 , 785 , 1 , 2 , 15 , 491.0 , 8.0 , 21 , 1 , 5 , 0.0 , 12 , 197.0 , 135.0 , 4 , 0 , 0 , 0 , 0 , 
497,org::eclipse::jdt::internal::compiler::flow::ExceptionHandlingFlowContext , 1 , 0 , 0 , 2 , 8 , 0 , 0 , 41 , 15.0 , 1.0 , 2 , 0 , 0 , 0.0 , 1 , 9.0 , 8.0 , 2 , 0 , 0 , 0 , 0 , 
498,org::eclipse::jdt::internal::core::search::matching::TypeReferenceLocator , 7 , 0 , 0 , 7 , 13 , 0 , 1 , 23 , 87.0 , 1.0 , 4 , 1 , 0 , 0.0 , 0 , 34.0 , 38.0 , 2 , 0 , 0 , 0 , 0 , 
499,org::eclipse::jdt::internal::core::JavaModelStatus , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 4 , 22.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 27.0 , 7.0 , 0 , 0 , 0 , 0 , 0 , 
500,org::eclipse::jdt::core::dom::CatchClause , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
501,org::eclipse::jdt::internal::compiler::ast::JavadocArraySingleTypeReference , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 166 , 0.0 , 0.0 , 10 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
502,org::eclipse::jdt::internal::core::CreateMethodOperation , 2 , 0 , 0 , 2 , 8 , 0 , 0 , 3 , 23.0 , 1.0 , 10 , 0 , 2 , 0.0 , 0 , 9.0 , 10.0 , 0 , 0 , 0 , 0 , 0 , 
503,org::eclipse::jdt::internal::core::Buffer , 1 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 28.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 5.0 , 5.0 , 0 , 0 , 0 , 0 , 0 , 
504,org::eclipse::jdt::internal::core::search::matching::TypeParameterLocator , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 22 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
505,org::eclipse::jdt::internal::compiler::batch::ClasspathLocation , 2 , 0 , 2 , 0 , 0 , 0 , 5 , 12 , 4.0 , 0.0 , 5 , 1 , 0 , 4.0 , 1 , 1.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
506,org::eclipse::jdt::internal::core::MemberValuePair , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
507,org::eclipse::jdt::core::dom::ConstructorInvocation , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
508,org::eclipse::jdt::internal::formatter::comment::CommentRegion , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 12.0 , 0.0 , 0 , 2 , 0 , 0.0 , 0 , 3.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
509,org::eclipse::jdt::internal::compiler::util::HashtableOfObjectToIntArray , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
510,org::eclipse::jdt::internal::core::search::indexing::RemoveFolderFromIndex , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 1.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
511,org::eclipse::jdt::internal::codeassist::SelectionEngine , 11 , 0 , 0 , 10 , 113 , 0 , 5 , 8 , 320.0 , 7.0 , 10 , 4 , 2 , 1.0 , 3 , 90.0 , 81.0 , 1 , 0 , 0 , 0 , 0 , 
512,org::eclipse::jdt::internal::compiler::lookup::ImportBinding , 1 , 2 , 1 , 0 , 0 , 1 , 0 , 119 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
513,org::eclipse::jdt::core::compiler::BuildContext , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
514,org::eclipse::jdt::internal::core::search::matching::PackageDeclarationLocator , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 23 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
515,org::eclipse::jdt::internal::compiler::codegen::ExceptionLabel , 6 , 0 , 1 , 5 , 0 , 0 , 0 , 8 , 34.0 , 0.0 , 10 , 0 , 0 , 0.0 , 0 , 20.0 , 10.0 , 1 , 0 , 0 , 0 , 0 , 
516,org::eclipse::jdt::internal::eval::CodeSnippetFieldReference , 4 , 2 , 0 , 4 , 0 , 0 , 0 , 166 , 4.0 , 0.0 , 9 , 0 , 0 , 0.0 , 0 , 9.0 , 5.0 , 0 , 0 , 0 , 0 , 0 , 
517,org::eclipse::jdt::internal::compiler::lookup::ElementValuePair , 2 , 0 , 1 , 1 , 11 , 0 , 0 , 0 , 10.0 , 2.0 , 0 , 0 , 0 , 0.0 , 1 , 7.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
518,org::eclipse::jdt::internal::core::JarPackageFragmentInfo , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
519,org::eclipse::jdt::internal::core::CancelableNameEnvironment , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 26 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
520,org::eclipse::jdt::internal::compiler::parser::RecoveredElement , 1 , 0 , 1 , 0 , 90 , 1 , 0 , 0 , 24.0 , 4.0 , 1 , 0 , 0 , 0.0 , 3 , 10.0 , 7.0 , 0 , 0 , 0 , 0 , 0 , 
521,org::eclipse::jdt::internal::core::UserLibraryClasspathContainer , 1 , 0 , 0 , 1 , 6 , 0 , 0 , 0 , 8.0 , 1.0 , 1 , 0 , 1 , 0.0 , 0 , 4.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
522,org::eclipse::jdt::internal::compiler::problem::DefaultProblemFactory , 4 , 0 , 3 , 1 , 7 , 1 , 1 , 0 , 21.0 , 1.0 , 1 , 1 , 0 , 0.0 , 1 , 9.0 , 5.0 , 0 , 0 , 0 , 0 , 0 , 
523,org::eclipse::jdt::core::search::TypeReferenceMatch , 3 , 2 , 2 , 1 , 14 , 0 , 3 , 1 , 12.0 , 5.0 , 13 , 3 , 0 , 0.0 , 5 , 5.0 , 5.0 , 2 , 0 , 0 , 0 , 0 , 
524,org::eclipse::jdt::internal::compiler::ast::JavadocMessageSend , 6 , 2 , 1 , 5 , 0 , 1 , 1 , 167 , 90.0 , 0.0 , 7 , 0 , 0 , 1.0 , 0 , 51.0 , 32.0 , 0 , 0 , 0 , 0 , 0 , 
525,org::eclipse::jdt::internal::compiler::lookup::BaseTypeBinding , 0 , 2 , 0 , 0 , 36 , 0 , 0 , 405 , 9.0 , 3.0 , 20 , 0 , 0 , 0.0 , 3 , 4.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
